kosk_id,tarih,ilce,trafo_gerilimi_kV,akim_A,sicaklik_C,nem_orani,topraklama_direnci,koruma_rölesi_durumu,kapi_acik,ariza_var,anomali_skoru
BK001,2025-03-22,Arsin,0.395,87.7,23.7,60.3,1.42,1,0,1,0.05
BK001,2025-03-10,Çaykara,0.367,100.1,40.4,61.3,2.41,0,0,0,0.3
BK001,2025-03-22,Dernekpazarı,0.435,95.9,33.0,54.0,2.46,0,0,0,0.14
BK001,2025-03-03,Yomra,0.405,125.7,29.7,46.5,2.39,0,0,0,0.02
BK001,2025-03-22,Çarşıbaşı,0.402,112.8,36.3,84.1,2.4,0,0,0,0.17
BK001,2025-03-08,Maçka,0.379,98.5,30.7,58.2,2.21,0,0,0,0.36
BK001,2025-03-05,Ortahisar,0.397,99.0,32.3,60.7,1.93,0,0,0,0.04
BK001,2025-03-02,Yomra,0.363,115.4,32.1,69.3,0.92,0,0,0,0.18
BK001,2025-03-16,Arsin,0.343,91.7,23.5,69.8,2.23,0,0,0,0.2
BK001,2025-03-15,Köprübaşı,0.407,129.4,29.9,59.9,1.43,0,1,0,0.13
BK001,2025-03-29,Maçka,0.403,104.0,25.5,66.8,2.24,0,0,0,0.39
BK001,2025-03-23,Hayrat,0.428,95.7,26.1,82.3,1.57,0,0,0,0.06
BK001,2025-03-16,Hayrat,0.398,92.1,22.4,68.2,2.88,1,0,1,0.1
BK001,2025-03-08,Sürmene,0.429,103.0,38.2,57.7,2.91,0,0,0,0.18
BK001,2025-03-21,Ortahisar,0.361,83.2,29.1,68.1,1.97,0,0,0,0.3
BK001,2025-03-29,Of,0.398,98.6,32.1,56.4,2.64,0,0,0,0.11
BK001,2025-03-25,Köprübaşı,0.433,116.1,26.4,68.6,1.35,0,0,0,0.22
BK001,2025-03-08,Vakfıkebir,0.393,105.8,31.3,63.1,1.62,0,0,0,0.18
BK001,2025-03-26,Çaykara,0.41,94.6,29.3,72.4,1.05,0,0,0,0.34
BK001,2025-03-15,Akçaabat,0.42,74.0,37.5,65.4,2.22,0,0,0,0.21
BK001,2025-03-18,Yomra,0.398,91.0,32.2,69.7,1.65,0,0,0,0.16
BK001,2025-03-30,Of,0.388,56.4,28.1,54.6,1.18,0,0,0,0.27
BK001,2025-03-15,Sürmene,0.391,89.6,24.2,47.5,1.81,0,0,0,0.14
BK001,2025-03-26,Şalpazarı,0.377,85.0,26.2,50.3,1.75,0,0,0,0.22
BK001,2025-03-22,Çaykara,0.384,120.0,24.0,73.9,2.45,0,0,0,0.46
BK001,2025-03-18,Dernekpazarı,0.435,110.7,20.6,61.3,2.22,1,0,1,0.12
BK001,2025-03-31,Şalpazarı,0.381,89.8,26.1,73.3,2.45,0,0,0,0.13
BK001,2025-03-20,Çaykara,0.418,75.2,27.4,57.6,2.36,0,0,0,0.26
BK001,2025-03-14,Araklı,0.406,85.2,25.8,77.5,2.39,0,0,0,0.15
BK001,2025-03-15,Vakfıkebir,0.394,83.9,39.6,52.2,2.09,0,0,0,0.13
BK001,2025-03-24,Tonya,0.367,115.9,29.1,72.7,2.22,0,0,0,0.08
BK001,2025-03-15,Beşikdüzü,0.403,105.5,30.7,56.2,1.64,0,0,0,0.12
BK001,2025-03-25,Yomra,0.413,129.1,25.6,61.2,2.12,0,0,0,0.24
BK001,2025-03-27,Beşikdüzü,0.406,86.3,36.8,76.7,2.07,1,0,1,0.07
BK001,2025-03-25,Çaykara,0.369,122.6,28.3,62.9,1.69,0,1,0,0.09
BK001,2025-03-16,Yomra,0.402,119.2,31.7,52.9,1.46,0,0,0,0.04
BK001,2025-03-09,Şalpazarı,0.404,84.6,35.5,75.6,2.27,0,0,0,0.21
BK001,2025-03-03,Çarşıbaşı,0.365,94.6,32.1,64.5,1.51,0,0,0,0.21
BK001,2025-03-08,Beşikdüzü,0.422,107.1,30.0,59.1,1.45,0,0,0,0.22
BK001,2025-03-11,Dernekpazarı,0.426,121.0,23.3,51.3,1.93,0,0,0,0.24
BK001,2025-03-29,Araklı,0.379,118.5,25.2,81.3,1.86,0,0,0,0.31
BK001,2025-03-03,Sürmene,0.38,91.1,29.2,65.8,0.94,0,0,0,0.1
BK001,2025-03-05,Yomra,0.364,79.7,26.5,84.5,1.74,0,0,0,0.09
BK001,2025-03-13,Sürmene,0.389,74.8,24.9,62.2,1.52,0,0,0,0.31
BK001,2025-03-23,Maçka,0.422,91.5,25.9,65.8,2.43,0,0,0,0.17
BK001,2025-03-03,Köprübaşı,0.377,107.6,37.4,87.7,1.8,0,0,0,0.17
BK001,2025-03-14,Dernekpazarı,0.409,62.0,33.4,66.3,1.89,0,1,0,0.43
BK001,2025-03-18,Şalpazarı,0.417,129.9,25.8,59.5,1.93,0,0,0,0.06
BK001,2025-03-14,Akçaabat,0.409,106.3,21.1,75.6,2.13,0,0,0,0.42
BK001,2025-03-07,Köprübaşı,0.435,134.1,34.4,70.7,1.36,0,0,0,0.19
BK001,2025-03-13,Ortahisar,0.414,82.9,29.4,57.0,1.81,0,0,0,0.1
BK001,2025-03-28,Hayrat,0.35,116.3,28.1,65.2,1.41,0,0,0,0.23
BK001,2025-03-16,Ortahisar,0.404,79.9,27.9,66.3,1.77,0,0,0,0.21
BK001,2025-03-31,Düzköy,0.402,114.7,19.5,76.5,2.69,0,0,0,0.12
BK001,2025-03-10,Hayrat,0.431,110.0,25.4,49.0,1.84,0,0,0,0.19
BK001,2025-03-28,Köprübaşı,0.453,97.3,28.2,76.8,1.69,1,0,1,0.15
BK001,2025-03-18,Araklı,0.406,99.1,32.5,59.7,2.61,0,0,0,0.07
BK001,2025-03-26,Yomra,0.406,88.1,32.1,77.8,0.89,0,0,0,0.04
BK001,2025-03-16,Yomra,0.388,82.4,29.0,85.7,1.08,0,0,0,0.03
BK001,2025-03-09,Köprübaşı,0.373,110.2,25.9,64.5,1.92,0,0,0,0.32
BK001,2025-03-16,Ortahisar,0.414,122.0,24.4,64.6,1.73,0,0,0,0.04
BK001,2025-03-13,Dernekpazarı,0.395,109.6,30.6,63.9,1.35,0,0,0,0.01
BK001,2025-03-22,Hayrat,0.405,116.1,31.1,74.0,1.85,0,0,0,0.33
BK001,2025-03-24,Vakfıkebir,0.384,87.8,24.7,86.2,2.67,0,0,0,0.22
BK001,2025-03-27,Şalpazarı,0.425,94.1,35.3,71.0,3.15,0,0,0,0.03
BK001,2025-03-30,Sürmene,0.393,105.0,28.9,56.8,1.64,0,0,0,0.38
BK001,2025-03-20,Araklı,0.384,116.2,23.3,60.8,2.02,1,0,1,0.13
BK001,2025-03-01,Hayrat,0.421,85.2,28.6,76.9,2.45,0,0,0,0.02
BK001,2025-03-19,Ortahisar,0.383,111.5,22.3,58.7,2.3,1,0,1,0.15
BK001,2025-03-03,Köprübaşı,0.377,85.2,29.8,56.9,1.44,0,0,0,0.26
BK001,2025-03-05,Şalpazarı,0.409,87.6,30.7,68.6,2.0,0,0,0,0.01
BK001,2025-03-06,Akçaabat,0.388,117.9,23.7,72.3,2.3,1,0,1,0.21
BK001,2025-03-09,Hayrat,0.399,101.1,30.4,63.5,2.6,0,0,0,0.2
BK001,2025-03-11,Maçka,0.404,137.3,31.3,77.8,1.92,0,0,0,0.22
BK001,2025-03-15,Dernekpazarı,0.389,105.0,34.7,62.8,2.53,0,0,0,0.25
BK001,2025-03-11,Hayrat,0.385,106.4,30.2,50.6,1.34,0,0,0,0.27
BK001,2025-03-09,Köprübaşı,0.396,98.4,35.0,82.0,1.18,0,0,0,0.04
BK001,2025-03-09,Arsin,0.437,112.9,25.9,44.8,2.07,0,1,0,0.24
BK001,2025-03-16,Ortahisar,0.393,79.8,26.4,70.2,2.16,0,0,0,0.23
BK001,2025-03-24,Araklı,0.37,91.2,31.6,77.5,1.78,0,0,0,0.09
BK001,2025-03-02,Düzköy,0.406,99.7,31.6,64.9,1.59,0,1,0,0.22
BK001,2025-03-08,Arsin,0.389,110.0,27.2,75.0,1.75,0,0,0,0.1
BK001,2025-03-25,Akçaabat,0.365,107.1,20.8,52.7,0.96,0,1,0,0.19
BK001,2025-03-25,Ortahisar,0.379,107.0,27.2,68.2,1.56,0,0,0,0.12
BK001,2025-03-31,Yomra,0.412,93.8,31.3,62.6,2.0,0,0,0,0.14
BK001,2025-03-07,Ortahisar,0.382,79.2,22.0,52.8,2.08,0,0,0,0.27
BK001,2025-03-20,Sürmene,0.38,106.3,25.7,66.0,1.37,0,0,0,0.12
BK001,2025-03-08,Sürmene,0.411,98.0,32.0,59.5,2.66,0,0,0,0.07
BK001,2025-03-16,Of,0.41,81.3,24.5,51.0,2.66,0,0,0,0.08
BK001,2025-03-19,Maçka,0.384,84.6,35.9,81.7,1.51,0,0,0,0.34
BK001,2025-03-15,Beşikdüzü,0.41,95.1,34.0,53.9,2.57,0,0,0,0.14
BK001,2025-03-25,Düzköy,0.389,96.0,24.7,64.5,2.24,0,1,0,0.12
BK001,2025-03-06,Of,0.433,123.2,42.1,60.3,1.79,1,0,1,0.34
BK001,2025-03-25,Vakfıkebir,0.412,122.6,28.8,48.3,2.37,1,0,1,0.08
BK001,2025-03-31,Çarşıbaşı,0.411,110.5,28.7,80.1,2.2,0,0,0,0.29
BK001,2025-03-04,Ortahisar,0.403,108.6,33.9,71.2,1.83,0,0,0,0.18
BK001,2025-03-30,Çarşıbaşı,0.394,83.0,32.4,68.0,2.81,0,0,0,0.09
BK001,2025-03-19,Hayrat,0.382,61.2,30.3,74.5,1.49,0,0,0,0.19
BK001,2025-03-13,Maçka,0.409,107.1,26.4,80.2,2.33,0,1,0,0.02
BK001,2025-03-03,Yomra,0.42,91.8,21.8,80.1,2.58,0,0,0,0.12
BK001,2025-03-04,Çarşıbaşı,0.409,81.9,28.7,68.1,2.92,0,0,0,0.35
BK001,2025-03-28,Of,0.412,98.7,31.7,66.7,1.16,0,0,0,0.15
BK001,2025-03-26,Akçaabat,0.362,82.7,31.7,79.6,1.25,1,0,1,0.15
BK001,2025-03-12,Araklı,0.422,122.6,28.8,90.0,0.97,0,0,0,0.11
BK001,2025-03-14,Düzköy,0.385,106.7,21.5,70.5,1.9,1,0,1,0.34
BK001,2025-03-03,Çaykara,0.412,96.5,30.1,62.3,1.95,0,1,0,0.45
BK001,2025-03-21,Dernekpazarı,0.412,88.6,29.4,57.8,1.7,0,0,0,0.19
BK001,2025-03-01,Köprübaşı,0.424,96.8,27.4,49.2,1.97,0,0,0,0.12
BK001,2025-03-27,Tonya,0.394,103.3,28.4,67.8,2.51,0,0,0,0.05
BK001,2025-03-04,Köprübaşı,0.381,82.7,34.4,64.7,2.46,0,0,0,0.35
BK001,2025-03-31,Düzköy,0.456,120.6,21.8,67.4,1.73,1,0,1,0.22
BK001,2025-03-21,Şalpazarı,0.407,112.6,31.3,73.1,1.8,0,0,0,0.12
BK001,2025-03-23,Sürmene,0.421,97.6,38.1,70.6,1.34,0,0,0,0.06
BK001,2025-03-14,Vakfıkebir,0.394,94.6,28.0,79.7,1.82,0,0,0,0.12
BK001,2025-03-24,Çaykara,0.402,97.3,30.8,66.7,2.21,0,0,0,0.11
BK001,2025-03-31,Beşikdüzü,0.413,112.2,29.2,58.8,1.51,1,0,1,0.06
BK001,2025-03-20,Araklı,0.405,115.8,29.1,58.2,1.45,0,0,0,0.03
BK001,2025-03-25,Tonya,0.397,95.2,23.6,64.0,1.42,0,0,0,0.03
BK001,2025-03-15,Köprübaşı,0.378,125.5,26.6,66.4,0.69,0,0,0,0.12
BK001,2025-03-27,Beşikdüzü,0.401,59.3,31.3,69.8,2.67,0,0,0,0.17
BK001,2025-03-11,Yomra,0.398,88.5,29.8,43.0,2.66,0,0,0,0.12
BK001,2025-03-27,Arsin,0.363,101.7,35.7,64.0,1.52,0,0,0,0.15
BK001,2025-03-09,Şalpazarı,0.397,106.9,29.1,51.7,1.97,0,0,0,0.05
BK001,2025-03-08,Şalpazarı,0.398,83.4,23.5,84.3,1.92,0,0,0,0.19
BK001,2025-03-19,Hayrat,0.369,100.2,32.8,47.6,1.81,1,0,1,0.03
BK001,2025-03-11,Ortahisar,0.384,102.2,29.0,53.3,1.15,0,0,0,0.12
BK001,2025-03-16,Dernekpazarı,0.363,95.2,30.1,61.6,1.18,0,0,0,0.24
BK001,2025-03-06,Tonya,0.45,99.4,31.2,49.8,2.08,1,0,1,0.42
BK001,2025-03-07,Düzköy,0.41,87.2,20.4,64.2,2.76,0,0,0,0.3
BK001,2025-03-26,Beşikdüzü,0.366,100.5,15.5,70.9,2.04,0,0,0,0.18
BK001,2025-03-11,Beşikdüzü,0.421,88.6,28.8,42.4,1.55,0,0,0,0.12
BK001,2025-03-29,Beşikdüzü,0.362,91.1,39.8,67.7,2.47,0,0,0,0.11
BK001,2025-03-18,Ortahisar,0.378,84.9,27.1,51.8,0.94,0,1,0,0.3
BK001,2025-03-17,Maçka,0.405,90.9,30.7,58.4,1.59,0,0,0,0.32
BK001,2025-03-03,Yomra,0.396,91.5,24.4,73.1,3.09,0,0,0,0.1
BK001,2025-03-24,Köprübaşı,0.388,81.4,31.5,64.3,1.43,0,0,0,0.08
BK001,2025-03-16,Araklı,0.42,94.1,29.2,47.8,1.54,0,0,0,0.29
BK001,2025-03-25,Yomra,0.419,116.4,35.4,81.0,2.21,0,0,0,0.26
BK001,2025-03-23,Tonya,0.404,104.9,41.4,45.3,1.96,0,0,0,0.07
BK001,2025-03-21,Tonya,0.388,104.8,33.2,70.8,1.79,0,0,0,0.21
BK001,2025-03-15,Ortahisar,0.442,101.5,28.4,63.8,1.6,0,0,0,0.23
BK001,2025-03-03,Çarşıbaşı,0.402,115.8,25.2,64.2,2.44,0,0,0,0.22
BK001,2025-03-08,Hayrat,0.392,108.6,29.3,76.2,2.18,0,0,0,0.05
BK001,2025-03-23,Yomra,0.406,97.5,33.8,70.1,2.67,0,0,0,0.3
BK001,2025-03-10,Düzköy,0.417,116.2,27.7,61.3,2.92,0,0,0,0.23
BK001,2025-03-16,Araklı,0.385,100.7,29.7,67.3,0.9,0,0,0,0.15
BK001,2025-03-17,Düzköy,0.377,95.2,30.5,75.0,2.13,0,0,0,0.08
BK001,2025-03-14,Araklı,0.391,77.3,31.6,49.2,1.89,0,0,0,0.25
BK001,2025-03-11,Düzköy,0.43,92.6,27.6,66.2,1.69,0,0,0,0.18
BK001,2025-03-23,Şalpazarı,0.422,74.4,33.7,79.0,2.78,0,0,0,0.16
BK001,2025-03-09,Çarşıbaşı,0.408,82.8,32.3,83.7,2.62,0,0,0,0.19
BK001,2025-03-09,Yomra,0.404,98.8,30.4,60.4,2.26,0,0,0,0.07
BK001,2025-03-04,Maçka,0.388,81.5,33.4,69.7,1.56,0,0,0,0.18
BK001,2025-03-11,Of,0.379,84.3,34.3,45.4,2.16,0,0,0,0.11
BK001,2025-03-24,Araklı,0.405,99.3,32.4,66.5,2.19,0,0,0,0.1
BK001,2025-03-31,Vakfıkebir,0.427,94.7,24.3,70.4,2.67,0,0,0,0.08
BK001,2025-03-07,Maçka,0.415,114.6,29.4,77.2,2.13,1,0,1,0.2
BK001,2025-03-24,Tonya,0.378,111.9,29.1,66.4,2.06,0,0,0,0.26
BK001,2025-03-09,Çaykara,0.388,102.0,29.4,56.1,2.43,0,0,0,0.14
BK001,2025-03-20,Çarşıbaşı,0.429,78.6,31.4,62.0,2.35,0,0,0,0.04
BK001,2025-03-04,Maçka,0.389,89.7,25.8,67.2,2.04,1,0,1,0.1
BK001,2025-03-10,Yomra,0.39,87.3,28.6,60.0,1.78,0,0,0,0.36
BK001,2025-03-12,Vakfıkebir,0.436,94.9,29.1,72.3,2.07,0,0,0,0.38
BK001,2025-03-10,Ortahisar,0.427,79.3,29.0,58.9,2.07,0,0,0,0.13
BK001,2025-03-23,Araklı,0.426,125.9,22.6,53.4,2.92,0,0,0,0.1
BK001,2025-03-05,Beşikdüzü,0.375,100.3,28.7,75.4,1.72,0,0,0,0.14
BK001,2025-03-02,Akçaabat,0.343,124.8,27.1,81.7,1.79,0,0,0,0.04
BK001,2025-03-18,Çarşıbaşı,0.394,118.0,33.0,61.0,1.7,0,0,0,0.55
BK001,2025-03-23,Sürmene,0.343,126.2,28.0,62.7,3.32,0,0,0,0.18
BK001,2025-03-21,Tonya,0.444,108.4,24.6,66.2,1.6,0,0,0,0.15
BK001,2025-03-04,Ortahisar,0.391,103.0,32.0,70.6,0.69,0,1,0,0.04
BK001,2025-03-19,Çarşıbaşı,0.375,111.0,34.7,72.3,2.52,0,0,0,0.24
BK001,2025-03-16,Tonya,0.386,89.9,26.3,58.5,1.2,0,0,0,0.07
BK001,2025-03-15,Dernekpazarı,0.394,104.1,32.2,59.9,1.76,0,0,0,0.13
BK001,2025-03-06,Akçaabat,0.412,98.2,32.9,64.1,2.78,0,0,0,0.17
BK001,2025-03-09,Tonya,0.391,111.5,30.6,53.2,2.94,0,1,0,0.21
BK001,2025-03-04,Arsin,0.402,69.5,40.6,57.1,2.0,0,0,0,0.09
BK001,2025-03-13,Tonya,0.403,98.2,24.6,68.6,2.01,0,0,0,0.18
BK001,2025-03-03,Akçaabat,0.41,53.5,30.6,59.5,2.19,0,0,0,0.17
BK001,2025-03-05,Sürmene,0.412,94.4,32.0,58.4,2.13,0,0,0,0.12
BK001,2025-03-26,Çarşıbaşı,0.413,103.9,35.1,63.0,1.49,0,0,0,0.1
BK001,2025-03-03,Yomra,0.4,111.1,30.3,71.4,2.54,0,0,0,0.11
BK001,2025-03-04,Araklı,0.406,98.5,19.5,49.9,2.21,0,0,0,0.09
BK001,2025-03-25,Köprübaşı,0.382,92.2,20.5,61.1,1.97,0,0,0,0.12
BK001,2025-03-20,Yomra,0.399,87.1,25.9,80.8,1.87,0,0,0,0.16
BK001,2025-03-25,Çaykara,0.372,104.5,28.2,69.1,1.83,0,0,0,0.25
BK001,2025-03-13,Şalpazarı,0.396,110.2,29.0,47.9,2.17,0,0,0,0.11
BK001,2025-03-30,Şalpazarı,0.401,122.3,25.9,60.4,1.58,0,0,0,0.03
BK001,2025-03-10,Köprübaşı,0.397,97.7,37.0,56.9,1.86,0,0,0,0.22
BK001,2025-03-10,Akçaabat,0.402,109.3,26.8,65.6,1.66,0,0,0,0.23
BK001,2025-03-20,Of,0.373,61.4,28.5,59.7,2.08,0,0,0,0.36
BK001,2025-03-31,Maçka,0.417,74.7,28.4,62.6,2.29,0,0,0,0.17
BK001,2025-03-21,Maçka,0.427,102.6,32.0,60.3,1.69,0,0,0,0.19
BK001,2025-03-09,Arsin,0.386,103.8,24.9,48.1,2.0,0,0,0,0.07
BK001,2025-03-06,Yomra,0.412,79.4,22.7,68.8,1.78,0,0,0,0.09
BK001,2025-03-06,Araklı,0.427,72.1,30.6,73.6,1.79,0,0,0,0.04
BK001,2025-03-03,Vakfıkebir,0.406,82.9,31.8,71.5,2.44,0,0,0,0.14
BK001,2025-03-01,Köprübaşı,0.443,113.4,34.8,69.7,1.82,0,0,0,0.12
BK001,2025-03-15,Tonya,0.425,95.6,27.0,51.1,2.64,1,0,1,0.32
BK001,2025-03-10,Akçaabat,0.42,93.9,32.4,60.4,2.76,0,0,0,0.19
BK001,2025-03-08,Çarşıbaşı,0.421,83.0,29.2,70.2,1.94,0,0,0,0.09
BK001,2025-03-23,Çarşıbaşı,0.421,89.7,26.4,36.7,1.72,0,0,0,0.21
BK001,2025-03-23,Şalpazarı,0.402,130.6,31.5,55.7,1.52,1,0,1,0.29
BK001,2025-03-03,Yomra,0.46,109.4,26.7,62.8,1.56,0,0,0,0.11
BK001,2025-03-30,Beşikdüzü,0.392,93.2,21.0,61.7,2.37,0,0,0,0.05
BK001,2025-03-26,Maçka,0.393,124.0,33.7,65.1,1.88,0,0,0,0.38
BK001,2025-03-14,Of,0.385,62.9,21.6,46.7,2.52,0,0,0,0.15
BK001,2025-03-18,Yomra,0.405,113.5,27.7,65.3,1.87,0,0,0,0.03
BK001,2025-03-21,Sürmene,0.366,122.6,27.4,64.9,1.1,0,0,0,0.15
BK001,2025-03-30,Beşikdüzü,0.393,111.1,30.6,45.1,2.47,0,0,0,0.09
BK001,2025-03-27,Sürmene,0.396,104.6,30.0,58.1,1.97,0,0,0,0.06
BK001,2025-03-03,Akçaabat,0.431,101.3,38.7,85.5,1.13,0,0,0,0.13
BK001,2025-03-06,Çarşıbaşı,0.446,89.0,29.9,77.0,2.09,1,0,1,0.23
BK001,2025-03-20,Çarşıbaşı,0.39,98.5,23.6,56.7,2.16,0,0,0,0.2
BK001,2025-03-15,Of,0.401,110.6,36.0,69.8,2.53,1,0,1,0.12
BK001,2025-03-15,Çarşıbaşı,0.405,85.1,41.7,61.7,2.32,0,0,0,0.23
BK001,2025-03-23,Hayrat,0.416,95.1,25.3,58.5,2.31,0,0,0,0.18
BK001,2025-03-31,Beşikdüzü,0.393,102.1,32.6,69.3,2.02,0,0,0,0.36
BK001,2025-03-17,Araklı,0.387,93.6,35.3,66.9,2.6,1,0,1,0.31
BK001,2025-03-16,Şalpazarı,0.376,106.3,29.8,47.5,2.06,0,0,0,0.07
BK001,2025-03-03,Akçaabat,0.359,86.8,37.0,55.1,1.72,0,0,0,0.38
BK001,2025-03-29,Köprübaşı,0.431,70.1,32.3,67.3,1.61,0,0,0,0.05
BK001,2025-03-24,Dernekpazarı,0.404,88.0,17.7,62.7,2.72,0,0,0,0.16
BK001,2025-03-20,Beşikdüzü,0.405,97.7,35.0,89.4,1.15,0,0,0,0.28
BK001,2025-03-01,Arsin,0.378,111.4,28.0,57.3,2.41,0,0,0,0.06
BK001,2025-03-08,Ortahisar,0.389,105.0,28.0,39.5,2.66,0,0,0,0.1
BK001,2025-03-25,Beşikdüzü,0.41,106.0,25.7,87.1,2.2,0,0,0,0.08
BK001,2025-03-19,Akçaabat,0.399,121.8,28.5,70.1,2.44,0,0,0,0.17
BK001,2025-03-25,Vakfıkebir,0.389,77.1,27.5,56.8,1.8,0,0,0,0.03
BK001,2025-03-16,Çaykara,0.385,117.5,26.7,69.6,1.82,0,0,0,0.11
BK001,2025-03-21,Şalpazarı,0.414,131.7,31.9,70.1,1.81,0,0,0,0.36
BK001,2025-03-30,Beşikdüzü,0.414,83.8,31.4,78.6,2.41,0,0,0,0.2
BK001,2025-03-06,Köprübaşı,0.409,94.2,20.7,85.1,2.28,1,0,1,0.29
BK001,2025-03-21,Tonya,0.384,97.5,22.5,61.5,2.49,0,0,0,0.11
BK001,2025-03-03,Tonya,0.404,97.3,36.9,55.2,1.77,0,0,0,0.21
BK001,2025-03-12,Köprübaşı,0.368,89.5,20.9,70.4,2.61,0,1,0,0.16
BK001,2025-03-11,Dernekpazarı,0.39,113.7,26.7,69.4,1.85,0,0,0,0.14
BK001,2025-03-22,Of,0.42,86.5,31.3,64.8,1.92,0,0,0,0.09
BK001,2025-03-28,Vakfıkebir,0.408,106.1,31.8,77.7,2.1,0,0,0,0.21
BK001,2025-03-11,Köprübaşı,0.387,95.6,26.6,65.4,1.88,0,0,0,0.13
BK001,2025-03-23,Tonya,0.432,116.1,26.4,63.9,2.72,0,0,0,0.08
BK001,2025-03-10,Hayrat,0.39,108.1,33.3,54.3,2.34,0,0,0,0.09
BK001,2025-03-27,Araklı,0.37,94.7,23.5,86.8,1.44,0,0,0,0.38
BK001,2025-03-02,Şalpazarı,0.387,103.0,30.3,56.9,1.57,0,0,0,0.08
BK001,2025-03-03,Dernekpazarı,0.396,116.8,27.4,59.8,1.62,0,0,0,0.2
BK001,2025-03-09,Dernekpazarı,0.399,91.4,24.1,65.3,1.4,0,0,0,0.11
BK001,2025-03-04,Hayrat,0.385,73.4,26.6,58.8,2.05,0,0,0,0.1
BK001,2025-03-28,Çaykara,0.407,105.1,29.7,59.0,1.68,0,0,0,0.24
BK001,2025-03-27,Ortahisar,0.406,78.9,27.8,66.1,2.85,0,0,0,0.06
BK001,2025-03-22,Araklı,0.383,99.5,33.3,75.9,1.63,0,0,0,0.17
BK001,2025-03-15,Köprübaşı,0.43,105.7,28.1,60.0,1.92,0,0,0,0.29
BK001,2025-03-02,Maçka,0.357,101.2,30.2,41.2,2.37,1,0,1,0.1
BK001,2025-03-17,Düzköy,0.392,131.2,32.2,52.2,1.94,0,0,0,0.08
BK001,2025-03-20,Tonya,0.412,102.5,23.1,60.2,2.42,0,0,0,0.13
BK001,2025-03-21,Şalpazarı,0.413,103.9,36.0,49.8,2.25,0,0,0,0.25
BK001,2025-03-25,Akçaabat,0.384,87.2,26.9,76.2,2.01,0,0,0,0.34
BK001,2025-03-07,Beşikdüzü,0.397,137.5,24.7,61.5,1.38,0,0,0,0.28
BK001,2025-03-18,Sürmene,0.415,130.5,32.3,60.1,2.66,0,0,0,0.11
BK001,2025-03-30,Çarşıbaşı,0.399,78.2,30.4,75.5,1.99,0,0,0,0.21
BK001,2025-03-15,Tonya,0.395,100.5,33.5,75.9,2.35,0,0,0,0.17
BK001,2025-03-04,Ortahisar,0.38,70.6,26.7,66.9,1.33,0,0,0,0.19
BK001,2025-03-21,Yomra,0.424,90.3,16.3,76.9,2.77,0,0,0,0.07
BK001,2025-03-23,Vakfıkebir,0.408,95.8,30.6,69.6,1.91,0,0,0,0.09
BK001,2025-03-10,Araklı,0.388,80.9,28.1,74.0,2.02,0,0,0,0.14
BK001,2025-03-01,Araklı,0.421,101.4,27.4,39.5,1.92,0,0,0,0.07
BK001,2025-03-14,Arsin,0.391,125.7,29.5,68.3,2.48,0,0,0,0.07
BK001,2025-03-08,Of,0.384,110.6,40.4,54.9,1.83,1,0,1,0.17
BK001,2025-03-15,Of,0.426,111.4,21.3,58.9,2.78,0,0,0,0.13
BK001,2025-03-21,Sürmene,0.382,87.9,35.1,64.6,2.69,0,0,0,0.11
BK001,2025-03-16,Çarşıbaşı,0.413,92.7,22.8,71.9,2.36,0,0,0,0.02
BK001,2025-03-17,Beşikdüzü,0.387,142.4,23.4,65.2,2.09,0,0,0,0.31
BK001,2025-03-14,Tonya,0.41,84.9,30.2,59.4,1.25,0,0,0,0.05
BK001,2025-03-16,Yomra,0.407,84.3,38.6,70.2,1.8,0,1,0,0.09
BK001,2025-03-15,Araklı,0.399,100.9,27.0,61.6,0.96,0,0,0,0.05
BK001,2025-03-05,Hayrat,0.402,84.5,34.3,69.0,2.2,0,0,0,0.12
BK001,2025-03-07,Çaykara,0.413,93.5,38.6,57.3,1.7,0,0,0,0.15
BK001,2025-03-24,Sürmene,0.403,99.2,29.3,65.4,2.51,0,0,0,0.09
BK001,2025-03-28,Arsin,0.439,105.1,25.0,65.2,1.27,0,0,0,0.11
BK001,2025-03-09,Köprübaşı,0.399,81.5,37.0,51.4,1.9,0,0,0,0.05
BK001,2025-03-11,Çaykara,0.386,100.4,32.6,55.2,1.3,0,1,0,0.17
BK001,2025-03-09,Ortahisar,0.404,75.6,39.4,63.4,2.35,0,0,0,0.16
BK001,2025-03-10,Çarşıbaşı,0.405,106.9,40.5,63.6,2.3,0,0,0,0.03
BK001,2025-03-27,Tonya,0.406,102.1,28.6,63.9,3.55,0,0,0,0.11
BK001,2025-03-28,Sürmene,0.414,117.7,30.7,42.0,1.82,0,0,0,0.19
BK001,2025-03-15,Araklı,0.351,110.3,25.9,66.8,1.38,1,0,1,0.15
BK001,2025-03-16,Düzköy,0.394,91.0,21.6,63.9,2.02,0,0,0,0.13
BK001,2025-03-11,Araklı,0.378,112.3,30.9,60.8,1.05,0,0,0,0.43
BK001,2025-03-25,Araklı,0.437,110.8,27.3,94.3,1.5,0,0,0,0.19
BK001,2025-03-13,Şalpazarı,0.372,73.0,18.9,59.8,1.85,0,0,0,0.14
BK001,2025-03-30,Dernekpazarı,0.396,90.1,26.5,58.5,1.81,0,0,0,0.23
BK001,2025-03-28,Maçka,0.368,105.7,25.9,68.2,0.8,0,0,0,0.41
